,Date,Ticker,Open,High,Low,Close,Adj Close,Volume,Prev Close,TR,ATR,RSI,Prediction_ATR,Prediction_RSI
0,2014-06-18,GLD,122.220001,122.800003,122.089996,122.66999799999999,122.66999799999999,4601700,122.66999799999999,0.7100070000000045,0.7100070000000045,79.5429064882649,118.8026542953169,121.53367065370678
1,2014-06-19,GLD,124.33000200000001,127.230003,124.32,126.940002,126.940002,24374800,122.66999799999999,4.560005000000004,2.7725059285714324,79.5429064882649,116.48412912281889,121.53367065370678
2,2014-06-20,GLD,126.32,127.07,126.209999,126.5,126.5,9954700,126.940002,0.8600009999999969,2.041922551782684,79.5429064882649,117.30540273718462,121.53367065370678
3,2014-06-23,GLD,126.650002,126.940002,126.370003,126.849998,126.849998,5142800,126.5,0.5699990000000099,1.5916196160261098,79.5429064882649,117.81160357798919,121.53367065370678
4,2014-06-24,GLD,127.220001,127.32,126.730003,126.980003,126.980003,6350200,126.849998,0.5899969999999968,1.3302978080766457,79.5429064882649,118.10536430749085,121.53367065370678
5,2014-06-25,GLD,126.779999,127.550003,126.660004,126.989998,126.989998,6692300,126.980003,0.8899990000000031,1.2284205137151947,79.5429064882649,118.21988803800576,121.53367065370678
6,2014-06-26,GLD,126.529999,126.91999799999999,126.199997,126.730003,126.730003,5529800,126.989998,0.7900010000000037,1.1360362265899902,79.5429064882649,118.32374035631528,121.53367065370678
7,2014-06-27,GLD,126.879997,127.16999799999999,126.650002,126.660004,126.660004,4200300,126.730003,0.5199959999999919,1.0155478295645677,79.5429064882649,118.45918546012966,121.53367065370678
8,2014-06-30,GLD,126.529999,128.03999299999998,126.370003,128.03999299999998,128.03999299999998,18123400,126.660004,1.6699899999999843,1.136045845869336,79.5429064882649,118.32372954295631,121.53367065370678
9,2014-07-01,GLD,127.989998,128.119995,127.489998,127.699997,127.699997,8145900,128.03999299999998,0.6299969999999888,1.047374119261227,79.5429064882649,118.42340844575806,121.53367065370678
10,2014-07-02,GLD,127.760002,128.240005,127.639999,127.699997,127.699997,5738900,127.699997,0.6000059999999934,0.9721363768107989,79.5429064882649,118.50798575020013,121.53367065370678
11,2014-07-03,GLD,126.790001,127.290001,126.610001,127.160004,127.160004,4922500,127.699997,1.0899959999999993,0.9912904153178471,79.5429064882649,118.48645404425915,121.53367065370678
12,2014-07-07,GLD,126.629997,127.029999,126.230003,127.019997,127.019997,4630200,127.160004,0.9300010000000043,0.9816123521603881,79.5429064882649,118.49733348411763,121.53367065370678
13,2014-07-08,GLD,127.290001,127.529999,126.43,127.07,127.07,6216600,127.019997,1.0999989999999968,0.9998581249487138,79.5429064882649,118.47682279055296,121.53367065370678
14,2014-07-09,GLD,127.540001,128.259995,127.18,127.839996,127.839996,8362700,127.07,1.1899950000000104,1.0285653240026138,79.5429064882649,118.44455205202487,121.53367065370678
15,2014-07-10,GLD,129.110001,129.21000700000002,128.490005,128.53999299999998,128.53999299999998,6313300,127.839996,1.3700110000000194,1.0792233570259957,65.44400310812304,118.38760563468283,120.01549597386412
16,2014-07-11,GLD,128.41000400000001,128.830002,128.380005,128.779999,128.779999,4322100,128.53999299999998,0.4499969999999962,0.9872515508958238,72.89165275596567,118.49099426908111,120.81746140442515
17,2014-07-14,GLD,125.5,126.099998,125.449997,125.720001,125.720001,11465500,128.779999,3.3300020000000075,1.3253443570114327,42.65279528071528,118.11093265025521,117.56133101410298
18,2014-07-15,GLD,125.889999,126.32,124.360001,124.529999,124.529999,10541700,125.720001,1.9599989999999963,1.4159393730754348,35.99993874268911,118.00909171238247,116.8449491741591
19,2014-07-16,GLD,125.019997,125.470001,124.779999,124.970001,124.970001,4099800,124.529999,0.9400019999999927,1.348634347439889,38.997817316219354,118.08475158013314,117.16776175190802
20,2014-07-17,GLD,125.519997,127.550003,125.110001,127.089996,127.089996,11423900,124.970001,2.5800020000000075,1.5213729489893222,51.63040559029848,117.89057024485756,118.52804312567761
