,Date,Ticker,Open,High,Low,Close,Adj Close,Volume,Prev Close,TR,ATR,RSI,Prediction_ATR,Prediction_RSI
0,2014-06-18,NFLX,63.381428,64.402855,62.89285699999999,64.097145,64.097145,18786600,64.097145,1.5099980000000102,1.5099980000000102,47.23033904992839,86.71636407087867,171.39849291698874
1,2014-06-19,NFLX,64.204285,64.21285999999999,62.580002,63.055714,63.055714,17308200,64.097145,1.6328579999999917,1.5758158571428575,47.23033904992839,88.05095572761279,171.39849291698874
2,2014-06-20,NFLX,63.028572,63.26857,62.139998999999996,62.882858,62.882858,13222300,63.055714,1.1285710000000009,1.4049668030560278,47.23033904992839,84.58664175503341,171.39849291698874
3,2014-06-23,NFLX,62.765713,63.122856000000006,62.221428,62.78856999999999,62.78856999999999,10672900,62.882858,0.9014280000000028,1.2509200789521406,47.23033904992839,81.46302938506409,171.39849291698874
4,2014-06-24,NFLX,62.578571,64.27714499999999,62.214287,62.337143000000005,62.337143000000005,20367200,62.78856999999999,2.0628579999999914,1.4627534402162417,47.23033904992839,85.75838400208595,171.39849291698874
5,2014-06-25,NFLX,62.14285699999999,63.537144,61.904284999999994,63.458572,63.458572,15752100,62.337143000000005,1.6328590000000034,1.502112834038614,47.23033904992839,86.55647620517068,171.39849291698874
6,2014-06-26,NFLX,62.970001,63.162856999999995,62.39285699999999,62.80143,62.80143,14237300,63.458572,1.0657150000000044,1.4101545576859087,47.23033904992839,84.6918340895574,171.39849291698874
7,2014-06-27,NFLX,62.617142,63.312858999999996,62.485714,63.154284999999994,63.154284999999994,15587600,62.80143,0.8271449999999945,1.2961264731159896,47.23033904992839,82.37968147768943,171.39849291698874
8,2014-06-30,NFLX,63.265713,63.83857,62.812858999999996,62.942856000000006,62.942856000000006,10588900,63.154284999999994,1.0257110000000011,1.2463366986170255,47.23033904992839,81.37009197536374,171.39849291698874
9,2014-07-01,NFLX,65.175713,67.668571,65.042854,67.585716,67.585716,37995300,62.942856000000006,4.725714999999994,1.8560060695181755,47.23033904992839,93.7323852965379,171.39849291698874
10,2014-07-02,NFLX,67.639999,67.98143,66.577141,66.677139,66.677139,17309600,67.585716,1.4042890000000057,1.7800369267169547,47.23033904992839,92.19195556283043,171.39849291698874
11,2014-07-03,NFLX,67.165718,67.517143,66.98143,67.478569,67.478569,11359600,66.677139,0.8400040000000075,1.6272668228508878,47.23033904992839,89.0942292789808,171.39849291698874
12,2014-07-07,NFLX,67.442856,67.461426,65.714287,65.802856,65.802856,18296600,67.478569,1.7642819999999944,1.6489025576854057,47.23033904992839,89.53293804968403,171.39849291698874
13,2014-07-08,NFLX,65.664284,65.85714,62.754284,63.578571,63.578571,26182800,65.802856,3.1028560000000027,1.8729861400604824,47.23033904992839,94.07669095248377,171.39849291698874
14,2014-07-09,NFLX,63.740002000000004,64.191429,62.818573,63.285713,63.285713,21011200,63.578571,1.3728559999999987,1.7974756138687702,47.23033904992839,92.54556060844439,171.39849291698874
15,2014-07-10,NFLX,62.055714,63.455715000000005,61.171429,62.650002,62.650002,24388700,63.285713,2.2842860000000016,1.8697004459587467,48.57573549132687,94.01006678504484,171.9381324033393
16,2014-07-11,NFLX,63.065716,63.447143999999994,62.450001,62.851429,62.851429,14219100,62.650002,0.9971429999999941,1.7421617893829853,49.889888407126115,91.4239596954799,172.4652400889601
17,2014-07-14,NFLX,63.328571,65.068573,62.714287,64.654289,64.654289,17433500,62.851429,2.354286000000002,1.8305001747786402,55.83766786526892,93.2152011189515,174.85089873421578
18,2014-07-15,NFLX,64.38428499999999,64.48143,63.181427,64.155716,64.155716,13505800,64.654289,1.4728620000000063,1.7794484152947745,55.67341390536768,92.18002229018938,174.78501635202363
19,2014-07-16,NFLX,64.867142,65.099998,63.342856999999995,63.491428000000006,63.491428000000006,13438600,64.155716,1.7571410000000043,1.7762937961301237,50.10551054309031,92.11605593515935,172.55172628374783
20,2014-07-17,NFLX,63.325714000000005,64.121429,62.612857999999996,62.765713,62.765713,13266400,63.491428000000006,1.5085710000000105,1.7387371319524751,49.885804856591506,91.35451776235814,172.46360217388525
21,2014-07-18,NFLX,62.972857999999995,63.471428,62.25,63.452858,63.452858,11760700,62.765713,1.221428000000003,1.6666687929270874,50.93462534067921,89.89318480268396,172.88428482911712
22,2014-07-21,NFLX,64.52714499999999,65.35714,63.945713,64.564285,64.564285,34671000,63.452858,1.904282000000002,1.699574813443972,54.804840836493156,90.56042166429802,174.43663106548448
23,2014-07-22,NFLX,63.282856,63.524283999999994,60.722857999999995,61.584286,61.584286,57174600,64.564285,3.841427000000003,1.9946701893264818,30.27144364421109,96.5440839056692,164.59626769607084
24,2014-07-23,NFLX,61.487143999999994,62.201427,60.93,61.128570999999994,61.128570999999994,17267600,61.584286,1.2714270000000027,1.8954655004312646,31.200402842121363,94.53250595622134,164.96887390266957
25,2014-07-24,NFLX,61.352856,61.458572,59.860001000000004,60.76857,60.76857,18621400,61.128570999999994,1.5985709999999926,1.8548970436178929,26.564223084320574,93.70989752835658,163.1092988464669
26,2014-07-25,NFLX,60.714287,61.167141,60.057143999999994,60.265713,60.265713,11610200,60.76857,1.109997000000007,1.7534476439333369,28.934788247399098,91.65280347702878,164.0601342490301
27,2014-07-28,NFLX,60.315716,60.844283999999995,59.78856999999999,60.665714,60.665714,11960900,60.265713,1.0557140000000018,1.6586927979196382,37.13240630867294,89.73145519231406,167.34820478628043
28,2014-07-29,NFLX,60.458572,61.19857,60.458572,60.611427,60.611427,9282000,60.665714,0.7399979999999999,1.5342380535727815,37.93192891772804,87.20788073005517,167.66889388341204
29,2014-07-30,NFLX,60.67856999999999,62.184284,60.615715,62.05143,62.05143,15263500,60.611427,1.572856999999999,1.5394585771915845,47.48166866902868,87.31373752284496,171.49930140910502
30,2014-07-31,NFLX,61.465714,61.852856,60.184284,60.388573,60.388573,13820100,62.05143,1.8671460000000053,1.5836738181937822,40.772867542332655,88.2102919581246,168.80839642181738
31,2014-08-01,NFLX,60.251427,61.104286,58.93,60.771427,60.771427,18947600,60.388573,2.174286000000002,1.663238669358852,33.72064181942194,89.8236320324411,165.97974358044087
32,2014-08-04,NFLX,61.028572,61.42856999999999,60.111427,60.385715000000005,60.385715000000005,10686900,60.771427,1.3171429999999944,1.6166784526109779,34.042811474713915,88.87952841824135,166.10896606234274
33,2014-08-05,NFLX,60.185715,61.14285699999999,60.044284999999995,60.407143000000005,60.407143000000005,10653300,60.385715000000005,1.0985719999999972,1.5470609440997725,36.193891119615856,87.46789105940083,166.97176566471674
34,2014-08-06,NFLX,60.14285699999999,62.128570999999994,60.078571,61.471428,61.471428,15835400,60.407143000000005,2.049999999999997,1.6145704973021489,44.376864860111674,88.83678531340544,170.25396235430446
35,2014-08-07,NFLX,62.185715,64.278572,62.078571,64.238571,64.238571,27313300,61.471428,2.807143999999994,1.7745063192333832,52.89108073116454,92.07981118553437,173.66902050218894
36,2014-08-08,NFLX,64.314285,64.424286,63.150002,63.692856000000006,63.692856000000006,15495200,64.238571,1.2742839999999944,1.7074736425141221,46.654232631134654,90.72058657747823,171.1674162154643
37,2014-08-11,NFLX,64.174286,65.378571,64.101425,64.505714,64.505714,13246800,63.692856000000006,1.6857149999999876,1.7045598182449784,63.45571310082175,90.6615028314008,177.90650219161438
38,2014-08-12,NFLX,64.478569,64.714287,63.344283999999995,63.77285799999999,63.77285799999999,10845100,64.505714,1.370003000000004,1.6597834783167944,61.876048529142174,89.75357096790137,177.27289758866087
39,2014-08-13,NFLX,64.085716,64.888573,63.83142900000001,64.504288,64.504288,9058000,63.77285799999999,1.1157150000000016,1.5870032774306568,66.23620101238794,88.27780355318193,179.0217579052699
40,2014-08-14,NFLX,64.601425,65.0,64.031425,64.410004,64.410004,6676600,64.504288,0.9685750000000013,1.504312077166239,68.67519013875,86.6010703572241,180.00003820902668
41,2014-08-15,NFLX,64.498573,66.0,64.085716,65.584282,65.584282,22036700,64.410004,1.914283999999995,1.5591094461295103,70.71850102653836,87.71219907827378,180.8196116849268
42,2014-08-18,NFLX,66.00856800000001,67.071426,65.89286,66.571426,66.571426,13496000,65.584282,1.4871440000000007,1.549493606423922,73.27606898684334,87.51721826302605,181.84545404479732
43,2014-08-19,NFLX,66.727142,67.214287,66.061432,66.878571,66.878571,10897600,66.571426,1.1528550000000024,1.4965108190953598,70.68185754073974,86.44288389559517,180.80491395625293
44,2014-08-20,NFLX,66.714287,67.678574,66.362854,67.455711,67.455711,12163900,66.878571,1.315719999999999,1.4723668150873417,83.38509252218768,85.95331483777363,185.90019070104142
45,2014-08-21,NFLX,67.325714,68.021431,66.809998,67.435715,67.435715,11746700,67.455711,1.2114330000000137,1.4375274153289683,82.59963836705968,85.24687475811201,185.58514447096178
46,2014-08-22,NFLX,67.27714499999999,68.507141,67.150002,68.455711,68.455711,13735400,67.435715,1.3571390000000036,1.4267960862959594,87.16940172801425,85.02927511547949,187.41807986232178
47,2014-08-25,NFLX,68.792854,69.328575,68.218575,68.704285,68.704285,13484800,68.455711,1.1099999999999994,1.3845126467971847,87.43236844261283,84.1718919063815,187.52355600186453
48,2014-08-26,NFLX,68.35714,68.835716,67.792854,68.480003,68.480003,10137400,68.704285,1.0428619999999995,1.338918143949478,84.21206577354863,83.2473701164754,186.2318902706688
49,2014-08-27,NFLX,68.485718,68.60714,67.66143000000001,67.814285,67.814285,10394300,68.480003,0.9457099999999912,1.2864494177228525,71.96002513567673,82.18345938918532,181.31758790363216
50,2014-08-28,NFLX,67.521431,68.211426,67.25856800000001,67.887146,67.887146,7584500,67.814285,0.952857999999992,1.2419404385987025,77.34730448811654,81.28094881276346,183.47842955083885
51,2014-08-29,NFLX,68.121429,68.64286,67.73428299999999,68.23428299999999,68.23428299999999,9838500,67.887146,0.9085770000000082,1.197465893345508,75.88262742437323,80.37913645349542,182.89094652053868
52,2014-09-02,NFLX,68.35714,68.398575,67.798569,68.085716,68.085716,8806700,68.23428299999999,0.6000059999999934,1.1177640579806754,82.58158279937992,78.76301874438428,185.57790236969805
53,2014-09-03,NFLX,68.645714,69.657143,68.075714,68.19856999999999,68.19856999999999,16219000,68.085716,1.581429,1.1796132990517505,80.7858064765594,80.01713859410297,184.85761518695506
54,2014-09-04,NFLX,68.444283,68.812859,67.447144,67.524284,67.524284,11958800,68.19856999999999,1.3657150000000087,1.204436337251515,73.66482076383859,80.52047645884534,182.00138266390195
55,2014-09-05,NFLX,67.604286,68.192856,67.152855,67.954285,67.954285,11953200,67.524284,1.0400010000000037,1.1825043679875304,70.30606948505432,80.07576092925984,180.6541850951479
56,2014-09-08,NFLX,67.771431,68.657143,67.742859,68.475716,68.475716,7668500,67.954285,0.9142840000000092,1.146731392798836,67.73085898888434,79.35039069850664,179.62126630137348
57,2014-09-09,NFLX,69.471428,69.898575,68.057144,68.43,68.43,19737900,68.475716,1.841431,1.2393810355662,65.18460489543162,81.22905168208075,178.59996194168562
